,MW,GS,GC,Points,FormPts,Team_Arsenal,Team_Aston Villa,Team_Brighton,Team_Burnley,Team_Chelsea,Team_Crystal Palace,Team_Everton,Team_Leeds,Team_Leicester,Team_Liverpool,Team_Man City,Team_Man United,Team_Newcastle,Team_Norwich,Team_Southampton,Team_Tottenham,Team_Watford,Team_West Ham,Team_Wolves
222,12.0,12,19,0.9090909090909091,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
223,14.0,18,24,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
224,15.0,19,26,0.9285714285714286,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
225,20.0,23,37,0.7368421052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
226,21.0,23,40,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
227,25.0,24,43,0.75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
228,26.0,25,47,0.72,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
229,28.0,27,50,0.7037037037037037,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
230,1.0,0,0,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
231,2.0,4,2,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
232,3.0,8,3,3.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
233,5.0,10,5,2.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
234,7.0,13,8,1.8333333333333333,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
235,9.0,15,10,1.75,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
236,11.0,20,11,2.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
237,14.0,24,16,1.7692307692307692,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
238,15.0,25,17,1.7142857142857142,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
239,18.0,28,21,1.6470588235294117,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
240,19.0,30,24,1.5555555555555556,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
241,22.0,39,27,1.7619047619047619,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
242,26.0,44,33,1.64,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
243,27.0,45,34,1.6153846153846154,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
244,29.0,46,35,1.6071428571428572,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
245,2.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
246,3.0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
247,5.0,2,3,0.75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
248,7.0,3,5,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
249,10.0,9,9,1.4444444444444444,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
250,12.0,11,12,1.4545454545454546,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
251,14.0,12,12,1.5384615384615385,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
252,15.0,12,12,1.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
253,18.0,13,14,1.411764705882353,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
254,22.0,19,16,1.619047619047619,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
255,24.0,21,17,1.608695652173913,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
256,26.0,24,20,1.6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
257,28.0,48,46,2.962962962962963,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
258,30.0,29,23,1.5862068965517242,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
259,1.0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,3.0,0,4,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,5.0,1,9,0.75,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,7.0,5,10,1.5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,10.0,10,13,1.5555555555555556,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,12.0,13,13,1.8181818181818181,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,14.0,15,17,1.7692307692307692,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,15.0,17,20,1.6428571428571428,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,18.0,23,22,1.7058823529411764,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,19.0,27,23,1.7777777777777777,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,24.0,36,26,1.826086956521739,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,28.0,43,31,1.8888888888888888,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,30.0,43,30,1.8620689655172413,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,1.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,4.0,5,4,1.3333333333333333,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,6.0,8,7,1.4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,7.0,9,7,1.6666666666666667,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,8.0,10,9,1.4285714285714286,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,10.0,13,15,1.1111111111111112,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,13.0,16,20,1.0833333333333333,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,16.0,42,48,2.533333333333333,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,21.0,27,32,1.15,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,23.0,31,35,1.2272727272727273,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,25.0,31,37,1.125,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,27.0,37,37,1.2692307692307692,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,28.0,40,37,1.3333333333333333,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,29.0,41,39,1.2857142857142858,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,1.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,4.0,4,3,2.0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,6.0,7,4,2.4,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,8.0,8,5,2.0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,10.0,9,9,1.6666666666666667,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,12.0,12,12,1.5454545454545454,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,14.0,12,14,1.3846153846153846,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,15.0,13,15,1.3571428571428572,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,20.0,20,20,1.4210526315789473,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,21.0,21,21,1.4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,23.0,23,23,1.3636363636363635,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,25.0,50,50,2.75,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,28.0,26,32,1.2222222222222223,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,2.0,1,2,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,4.0,2,5,0.3333333333333333,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,6.0,3,9,0.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,8.0,5,11,0.42857142857142855,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,9.0,5,13,0.375,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,11.0,10,16,0.7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,14.0,14,20,0.7692307692307693,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,15.0,14,21,0.7142857142857143,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,20.0,16,27,0.6842105263157895,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,21.0,17,28,0.7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,23.0,20,29,0.7727272727272727,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,26.0,22,32,0.84,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,27.0,22,36,0.8076923076923077,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,29.0,21,37,0.75,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,2.0,3,0,3.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,3.0,5,0,3.0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,5.0,9,1,2.5,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,8.0,15,3,2.2857142857142856,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,10.0,23,3,2.4444444444444446,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,12.0,27,4,2.3636363636363638,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,14.0,31,5,2.3076923076923075,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,15.0,33,6,2.357142857142857,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,18.0,39,12,2.176470588235294,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,19.0,39,12,2.111111111111111,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,22.0,90,32,4.095238095238095,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,26.0,49,18,2.0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,28.0,112,38,4.148148148148148,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,1.0,0,0,0.0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
327,3.0,0,3,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
328,5.0,5,5,1.25,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
329,8.0,8,11,1.0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
330,10.0,11,14,1.0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
331,12.0,15,14,1.3636363636363635,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
332,13.0,18,17,1.3333333333333333,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
333,15.0,19,20,1.1428571428571428,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
334,19.0,24,27,1.1111111111111112,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
335,24.0,32,35,1.0869565217391304,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336,25.0,32,35,1.0833333333333333,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
337,26.0,32,36,1.04,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
338,28.0,37,38,1.1111111111111112,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
339,1.0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
340,2.0,3,1,3.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
341,3.0,5,3,2.0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
342,5.0,10,4,2.5,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
343,7.0,12,7,2.1666666666666665,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
344,10.0,15,14,1.5555555555555556,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
345,12.0,16,16,1.3636363636363635,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
346,13.0,16,19,1.25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
347,16.0,19,25,1.2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
348,17.0,20,28,1.125,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
349,22.0,25,38,0.9047619047619048,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
350,26.0,28,46,0.88,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
351,28.0,29,47,0.9259259259259259,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
352,1.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
353,3.0,3,7,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
354,4.0,4,8,0.6666666666666666,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
355,8.0,7,14,0.8571428571428571,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
356,10.0,8,16,0.7777777777777778,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
357,12.0,11,18,1.0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
358,13.0,12,20,0.9166666666666666,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
359,16.0,30,44,2.1333333333333333,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
360,22.0,24,40,1.0476190476190477,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
361,24.0,27,46,1.0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
362,25.0,29,50,0.9583333333333334,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
363,26.0,29,56,0.92,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
364,28.0,29,61,0.8518518518518519,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
365,30.0,31,65,0.896551724137931,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
366,1.0,0,0,0.0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
367,2.0,1,0,3.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
368,3.0,2,4,1.5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
369,5.0,4,6,1.5,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
370,7.0,7,10,1.1666666666666667,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
371,9.0,13,14,1.375,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
372,11.0,15,17,1.4,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
373,14.0,20,23,1.3846153846153846,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
374,15.0,22,25,1.3571428571428572,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
375,19.0,31,33,1.3888888888888888,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
376,24.0,37,43,1.173913043478261,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
377,26.0,40,43,1.32,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
378,29.0,41,45,1.2857142857142858,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
379,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
380,4.0,6,1,2.3333333333333335,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
381,6.0,12,1,2.6,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
382,8.0,17,6,2.142857142857143,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
383,9.0,22,6,2.25,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
384,11.0,29,8,2.2,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
385,14.0,39,11,2.1538461538461537,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
386,15.0,43,12,2.2142857142857144,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
387,18.0,48,13,2.3529411764705883,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
388,20.0,50,16,2.1578947368421053,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
389,21.0,52,18,2.1,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
390,23.0,58,19,2.1818181818181817,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
391,25.0,61,19,2.25,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
392,27.0,70,20,2.3076923076923075,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
393,29.0,73,20,2.357142857142857,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
394,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
395,4.0,10,1,2.0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
396,6.0,11,1,2.0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
397,7.0,12,1,2.1666666666666665,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
398,9.0,16,3,2.125,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
399,11.0,20,6,2.0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
400,14.0,27,7,2.230769230769231,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
401,15.0,29,8,2.2857142857142856,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
402,18.0,40,9,2.411764705882353,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
403,20.0,50,12,2.473684210526316,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
404,21.0,51,12,2.5,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
405,23.0,54,13,2.5454545454545454,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
406,25.0,57,14,2.5,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
407,27.0,63,17,2.423076923076923,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
408,29.0,68,18,2.4642857142857144,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
409,1.0,0,0,0.0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
410,2.0,5,1,3.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
411,3.0,6,2,2.0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
412,5.0,11,3,2.5,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
413,8.0,14,6,2.0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
414,10.0,16,15,1.5555555555555556,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
415,12.0,19,17,1.5454545454545454,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
416,13.0,20,21,1.4166666666666667,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
417,16.0,25,24,1.6,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
418,19.0,30,26,1.7222222222222223,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
419,22.0,35,30,1.6666666666666667,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
420,26.0,40,32,1.72,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
421,28.0,44,34,1.7407407407407407,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
422,2.0,2,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
423,4.0,4,8,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
424,6.0,6,13,0.4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
425,7.0,7,14,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
426,9.0,10,19,0.375,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
427,11.0,11,23,0.4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
428,13.0,15,27,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
429,16.0,17,30,0.6666666666666666,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
430,17.0,17,34,0.625,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
431,20.0,19,42,0.5789473684210527,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
432,23.0,24,44,0.8181818181818182,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
433,26.0,28,45,1.0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
434,27.0,30,46,1.0769230769230769,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
435,28.0,32,47,1.1481481481481481,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
436,29.0,32,48,1.1071428571428572,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
437,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
438,2.0,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
439,4.0,1,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
440,6.0,2,14,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
441,7.0,2,16,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
442,9.0,2,16,0.25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
443,11.0,3,25,0.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
444,13.0,7,27,0.6666666666666666,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
445,15.0,8,28,0.7142857142857143,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
446,18.0,8,34,0.5882352941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
447,20.0,16,84,1.0526315789473684,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
448,26.0,15,53,0.68,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
449,29.0,17,61,0.6071428571428571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
450,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
451,3.0,2,4,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
452,5.0,4,6,0.75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
453,7.0,4,7,0.6666666666666666,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
454,10.0,8,12,0.8888888888888888,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
455,12.0,10,12,1.2727272727272727,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
456,13.0,11,14,1.1666666666666667,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
457,16.0,14,21,1.0666666666666667,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
458,17.0,14,24,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
459,19.0,19,28,1.1111111111111112,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
460,22.0,25,33,1.1428571428571428,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
461,24.0,29,36,1.2173913043478262,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
462,25.0,30,37,1.2083333333333333,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
463,28.0,34,41,1.2962962962962963,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
464,1.0,0,0,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
